title,description,category,datatype,text
Jean-Luc_Van_Den_Heede,French sailor,writer,A,"The sport and practice of single-handed sailing or solo sailing is sailing with only one crewmember (i.e., only one person on board the vessel). The term usually refers to ocean and long-distance sailing and is used in competitive sailing and among Cruisers. == Terminology ==
In sailing, a hand is a member of a ship's crew. ""Single-handed"" therefore means with a crew of one, i.e., only one person on the vessel. The term ""single-handed"" is also used more generally in English to mean ""done without help from others"" or, literally, ""with one hand"".In the sailing community, the term ""crewed"" (or sometimes ""fully-crewed"") is used to mean sailing with a crew of more than one, in order to distinguish events permitting larger crews from their single-handed equivalents (even though a solo sailor is also correctly referred to as a vessel's crew). Hence, for example, ""Bruno Peyron ... has taken part in almost all the large crewed and single-handed sailing events since the 80's."" In contrast, the term ""double-handed"" is used to refer to sailing with two persons on board. Many significant voyages, such as ocean passages, have been made single-handed, and many single-handed circumnavigations have been accomplished. ""Single-handed"" does not imply ""non-stop"", so a single-handed circumnavigation counts as such even with stops, as in Joshua Slocum's voyage. == Sailing alone ==


=== The racing scene ===
Single-handed sailing has become a major competitive sport, and there are a number of prominent single-handed offshore races."
Colton_Simpson,American criminal and writer,writer,A,"The Crips are a gang based in the coastal regions of southern California. It was founded in Los Angeles, California, in 1969, mainly by Raymond Washington and Stanley Williams. Once a single alliance between two autonomous gangs, it is now a loosely connected network of individual ""sets"", often engaged in open warfare with one another. Its members traditionally wear blue clothing, a practice that has waned somewhat due to police crackdowns targeting gang members. Historically, members have been primarily of African American heritage. The Crips are one of the largest and most violent associations of street gangs in the United States. With an estimated 30,000 to 35,000 members in 2008, they have been involved in murders, robberies and drug dealing, among other crimes. The Crips have a long and bitter rivalry with the Bloods. == History ==
Stanley Tookie Williams met Raymond Lee Washington in 1969, and the two decided to unite their local gang members from the west and east sides of South Central Los Angeles in order to battle neighboring street gangs. Most of the members were 17 years old."
Aaron_Allston,American writer,writer,A,"Aaron Dale Allston (December 8, 1960 – February 27, 2014) was an American game designer and author of many science fiction books, notably Star Wars novels. His works as a game designer include game supplements for role-playing games, several of which served to establish the basis for products and subsequent development of TSR's Dungeons & Dragons game setting Mystara. His later works as a novelist include those of the X-Wing series: Wraith Squadron, Iron Fist, Solo Command, Starfighters of Adumar, and Mercy Kill. He wrote two entries in the New Jedi Order series: Enemy Lines I: Rebel Dream and Enemy Lines II: Rebel Stand. Allston wrote three of the nine Legacy of the Force novels: Betrayal, Exile, and Fury, and three of the nine Fate of the Jedi novels: Outcast, Backlash, and Conviction. == Early life and education ==
Allston was born December 8, 1960, in Corsicana, Texas, to Tom Dale Allston and Rose Binford Boehm. Allston moved all over Texas in his youth and graduated from high school in Denton. An avid fan of science fiction from an early age, by high school he was the secretary and reporter for his high school science fiction club. Allston moved to Austin in 1979 and attended the University of Texas. == Career ==
Allston was a circulation manager, assistant editor, and editor of Space Gamer magazine, and by 1983 was a full-time freelance game designer."
Marianne_Curties,British poet,writer,A,"Bacillus thuringiensis (or Bt) is a Gram-positive, soil-dwelling bacterium, commonly used as a biological pesticide. B. thuringiensis also occurs naturally in the gut of caterpillars of various types of moths and butterflies, as well on leaf surfaces, aquatic environments, animal feces, insect-rich environments, and flour mills and grain-storage facilities. It has also been observed to parasitize other moths such as Cadra calidella—in laboratory experiments working with C. calidella, many of the moths were diseased due to this parasite.During sporulation, many Bt strains produce crystal proteins (proteinaceous inclusions), called δ-endotoxins, that have insecticidal action. This has led to their use as insecticides, and more recently to genetically modified crops using Bt genes, such as Bt corn. Many crystal-producing Bt strains, though, do not have insecticidal properties. The subspecies israelensis is commonly used for control of mosquitoes and of fungus gnats. == Taxonomy and discovery ==
In 1902, B. thuringiensis was first discovered in silkworms by Japanese sericultural engineer Ishiwatari Shigetane (石渡 繁胤). He named it B. sotto, using the Japanese word sottō (卒倒, 'collapse'), here referring to bacillary paralysis. In 1911, German microbiologist Ernst Berliner rediscovered it when he isolated it as the cause of a disease called Schlaffsucht in flour moth caterpillars in Thuringia (hence the specific name thuringiensis, ""Thuringian""). B. sotto would later be reassigned as B. thuringiensis var."
Tatjana_Soli,American writer,writer,A,"Tatjana Soli is an American novelist and short-story writer. Her first novel, The Lotus Eaters (2010), won the James Tait Black Memorial Prize, was a finalist for the Los Angeles Book Prize, was a New York Times Bestseller, and a New York Times 2010 Notable Book. Her second novel, The Forgetting Tree (2012) was a New York Times Notable Book. Soli's third novel, The Last Good Paradise, was among The Millions ""Most Anticipated"" Books of 2015. Her fourth novel, The Removes (2018), was named a New York Times Editor's Choice and longlisted for the Chautauqua Prize. Her non-fiction has appeared in a variety of publications including The New York Times Book Review. == Education ==
Soli graduated from Stanford University, and later the Warren Wilson College with an MFA. She received scholarships to the Sewanee Writers' Conference and the Bread Loaf Writers' Conference. == Work ==
Soli’s debut novel, The Lotus Eaters, tells the story of a female photojournalist who goes to Vietnam to cover the war and falls in love with the country even as it is being torn apart. It was published in 2010, and featured on the front page of the New York Times Book Review."
Cecilia_Mérola_Sóñora,Uruguayan writer,writer,A,"The Classical period was an era of classical music between roughly 1730 and 1820.The Classical period falls between the Baroque and the Romantic periods. Classical music has a lighter, clearer texture than Baroque music and is less complex. It is mainly homophonic, using a clear melody line over a subordinate chordal accompaniment, but counterpoint was by no means forgotten, especially later in the period. It also makes use of style galant which emphasized light elegance in place of the Baroque's dignified seriousness and impressive grandeur. Variety and contrast within a piece became more pronounced than before and the orchestra increased in size, range, and power. The harpsichord was replaced as the main keyboard instrument by the piano (or fortepiano). Unlike the harpsichord, which plucks strings with quills, pianos strike the strings with leather-covered hammers when the keys are pressed, which enables the performer to play louder or softer (hence the original name ""fortepiano,"" literally ""loud soft"") and play with more expression; in contrast, the force with which a performer plays the harpsichord keys does not change the sound. Instrumental music was considered important by Classical period composers. The main kinds of instrumental music were the sonata, trio, string quartet, quintet, symphony (performed by an orchestra) and the solo concerto, which featured a virtuoso solo performer playing a solo work for violin, piano, flute, or another instrument, accompanied by an orchestra. Vocal music, such as songs for a singer and piano (notably the work of Schubert), choral works, and opera (a staged dramatic work for singers and orchestra) were also important during this period."
Josef_Maria_Camenzind,Swiss priest and author (1904-1984),writer,A,"Gersau is a municipality and district in the canton of Schwyz in Switzerland, sitting on the shores of Lake Lucerne. Gersau was for many centuries an independent micro-state in permanent alliance with the Swiss Confederation. == History ==

Gersau is first mentioned in 1064 as Gersouwe. The estates of Gersau gradually came into the hands of the Habsburgs, but in 1333, under dukes Albert II and Otto IV the Merry of Austria, the jurisdiction and rights over Gersau fell into the hands of Lucerne nobility. On 1359, Gersau allied with the Old Swiss Confederacy as a protectorate of the Confederacy, for its protection and to gain arms from the confederates. On 9 July 1386, the citizens of Gersau fought with the Swiss for the first time, on the battlefield of Sempach, where the banner of Count Rudolf of Hohenzollern was captured. Republic of Gersau
The Republic of Gersau (called ""altfrye Republik Gersau"", literal ""old-free Republik Gersau"", in early modern times) was an independent small state in the area of today's Canton of Schwyz in Switzerland. It was created in 1390 when the residents of the village of Gersau bought themselves free from the rule by bailiffs from Lucerne and from then on exercised their rights themselves. In 1433 they were officially granted the status of a direct imperial free state in the Holy Roman Empire by Emperor Sigismund. After that, Gersau took care of its internal affairs for over three and a half centuries."
Ramón_Molina_Navarrete,"Spanish writer, poet, playwright and teacher",writer,A,"Rodrigo Elias Martínez Abed, best known as Rodrigo Abed (Spanish pronunciation: [roˈðɾiɣo aˈβeð]; born September 6, 1970 in Mexico City, Mexico) is a telenovela and film actor. He is best known as ""Fabián Sanchez Serrano"" in Cuando seas mia. == Career ==
He studied acting at the ""Centro de Educación Artística"" (Artistic Education Center) of Televisa in Mexico, where he is the student of Sergio Jimenez and Oscar nominated actress, Adriana Barraza. He was part of Star System of Televisa. == Actor ==


=== Film ===
2005 Cicatrices
2003 Dark Waters


=== Telenovela ===
La mexicana y el güero (2020) - Gonzalo Heredia
Silvia Pinal, frente a ti (2019) - Psicólogo
El Chapo (2017) - Amado
El Chema (2017) - Cesár Silva de la Garza ""El Presidente (The President)""
Amor sin reserva (2014-2015) - Jorge Castillo
Las trampas del deseo (2013-2014) - Gerardo Alvarado
El señor de los cielos (2013) - Cesár Silva de la Garza ""El Presidente (The President)""
A corazón abierto (2011-2012) - Javier Burgos
Secretos del alma (2008 - 2009) - Roberto Suárez
Top Models (2005) - Brandon Oliver
La hija del jardinero (2003) - Guillermo
Mirada de mujer: El regreso (2003) - Elias Tanus
Súbete a mi moto (2002)
Cuando seas mía (2001 - 2002) - Fabián Sánchez Serrano Vallejo
Besos prohibidos  (1999) - Adalberto Conde
La Mentira (1998) - Ricardo Platas †
Mujer, casos de la vida real (1997-1998) - Varios capítulos
Cañaveral de pasiones (1996) - Guillermo Elizondo
Morir dos veces (1996)
María la del Barrio (1995 - 1996) - Bernardo Garduño
El premio mayor (1995 - 1996) - Gustavo
Bajo un mismo rostro (1995) - Mario Contreras
Sueño de amor (1993)
Mágica juventud (1992) - ""El puas""


== External links ==
TV Azteca web page about the actor's work
Rodrigo Abed at IMDb"
April_Smith_(writer),"American novelist, television writer and producer",writer,A,"April Smith is an American novelist, television writer and producer. Her most recent novel, suspenseful historical fiction, is Home Sweet Home. Previously, A Star For Mrs. Blake, chosen by the Cincinnati Public Library as their 2014 ""On The Same Page"" all-city reads book [1]. Other works include a series of four mystery/thrillers featuring FBI Special Agent Ana Grey. One of them, Good Morning, Killer, was adapted and executive produced by Smith for the TNT Mystery Movie Nights in 2011. She is also the author of a stand-alone thriller about the only woman baseball scout in the major leagues, Be the One. == Education ==
A 1967 graduate of The Bronx High School of Science, Smith earned a BS With Distinction in English from Boston University and a master's degree in Creative Writing from Stanford University. == Television producer and writer ==
Smith worked on several hit television series from the late 1970s through 2000 as producer, writer, and executive story editor, including Lou Grant, Cagney & Lacey, and Chicago Hope. She also adapted stories by Stephen King for the TNT series Nightmares & Dreamscapes. She wrote teleplays for several made-for-TV movies, including the critically acclaimed 1998 remake of The Taking of Pelham One Two Three and the 1999 adaptation of the Anna Quindlen novel Black and Blue."
Kristina_Dunker,German writer,writer,A,"On January 6, 2021, the United States Capitol in Washington, D.C. was stormed during a riot and violent attack against the U.S. Congress. A mob of supporters of President Donald Trump attempted to overturn his defeat in the 2020 presidential election by disrupting the joint session of Congress assembled to count electoral votes to formalize Joe Biden's victory. The Capitol complex was locked down and lawmakers and staff were evacuated while rioters occupied and vandalized the building for several hours. More than 140 people were injured in the storming. Five people died either shortly before, during, or after the event.Called to action by Trump, thousands of his supporters gathered in Washington, D.C., on January 5 and 6 in support of his false claim that the 2020 election had been ""stolen"" from him, and to demand that Vice President Mike Pence and Congress reject Biden's victory. Starting at noon on January 6, at a ""Save America"" rally on the Ellipse, Trump repeated false claims of election irregularities and said, ""If you don't fight like hell, you're not going to have a country anymore."" While he was still speaking, thousands of attendees walked to the Capitol, and hundreds breached police perimeters, as Congress was beginning the electoral vote count. Many in the crowd at the Capitol stormed the building, occupying, vandalizing, and looting it for several hours. They assaulted Capitol Police officers and reporters, erected a gallows on the Capitol grounds, and attempted to locate lawmakers to capture and harm. Some rioters chanted ""Hang Mike Pence"", after Pence's rejection of false claims by Trump and others that the vice president could overturn the election results."
Brigid_Callahan_Harrison,American political writer,writer,A,"Brigid Callahan Harrison (born 1965) is an American academic, author, and political commentator. She is a professor of political science and law at Montclair State University, where she has taught since 1994. She is the author of American Democracy Now (McGraw-Hill Publishers, now in its fourth edition), one of the leading introductory political science textbooks in the United States. She is also the author of A More Perfect Union (McGraw-Hill Publishers, 2010), Power and Society (Cengage, now in its 14th edition) and Women in American Politics (Wadsworth, 2003), as well as various peer-refereed journal articles. A frequent commentator in print and electronic media on U.S. politics, Harrison provides regular political analysis to ABC, NBC, CBS, FOX News, and their local affiliates, to CBS News radio, and to various NPR radio programs. She also is a regular commentator on NJTV. She is a columnist for The New York Observer, PolitickerNJ, and The Bergen Record and her editorials have appeared in The New York Times, USA Today, The Star-Ledger, and The Press of Atlantic City. Harrison has served as a moderator or panelist for numerous political debates, including the 2013 New Jersey gubernatorial debate, and the New Jersey 2012 U.S. Senate debate.As of 2020, Harrison serves as president of the New Jersey Political Science Association. == Early life and academic career ==
Harrison was born on May 21, 1965, and grew up the youngest of seven children in Runnemede and Margate, New Jersey. She is the daughter of John P. Callahan, who served as a councilman in Runnemede, and Rosemary Ruane Callahan."
Jan_Loman,"Dutch poet, painter and writer (1918-2006)",writer,A,"The 2021 FIA Formula One World Championship is a motor racing championship for Formula One cars which is the 72nd running of the Formula One World Championship. It is recognised by the Fédération Internationale de l'Automobile (FIA), the governing body of international motorsport, as the highest class of competition for open-wheel racing cars. The championship is being contested over twenty-three Grands Prix, which will be held around the world. Drivers and teams are scheduled to compete for the titles of World Drivers' Champion and World Constructors' Champion respectively. Lewis Hamilton and Mercedes are the defending World Drivers' and World Constructors' Champions respectively, having won the titles in 2020. == Entries ==
The following constructors and drivers are currently under contract to compete in the 2021 World Championship. All teams are competing with tyres supplied by Pirelli. Each team is required to enter at least two drivers, one for each of the two mandatory cars. === Team changes ===
McLaren announced that they would change from using Renault power units to ones built by Mercedes, resuming the McLaren-Mercedes partnership that ran between 1995 and 2014. Racing Point became known as Aston Martin."
Tomas_Lidén,Swedish painter,painter,A,"Xasthur () is the project of American musician Scott ""Malefic"" Conner. Conner formed Xasthur in 1995 and released eight studio albums of black metal by 2010, when he announced the end of the project. However, he revived it in 2015 to focus on acoustic neofolk music, releasing a ninth album, Subject to Change, in 2016. == Etymology ==
The name ""Xasthur"" is a combination of ""Hastur"" and ""Xenaoth"". Conner explained that he found the former name in a Necronomicon paperback and believed that it referred to ""a demoness who kills people in their sleep"". The latter name referred to a celestial deity he read about in a book on the Afro-Caribbean religion Santería. == History ==
Xasthur was created in December 1995 in Alhambra, California, after Conner had played with several local death metal groups in Southern California. Initially, the band began rehearsing and recording in a home studio with an unstable lineup. A 10-track tape of these early rehearsals was circulated on the trade scene. While the original of that tape was destroyed, some tracks appeared on re-releases of later albums."
Pierre_Lambert,French painter (1921-2019),painter,A,"Pierre Lambert Ledrou, O.E.S.A. (1641 – 6 May 1721) was a Roman Catholic prelate who served as Titular Bishop of Porphyreon (1692–1721). == Biography ==
Pierre Lambert Ledrou was born in Huy, Belgium in 1641 and ordained a priest in the Order of Hermits of St. Augustine on 12 April 1664. On 25 June 1692, he was appointed during the papacy of Pope Innocent XII as Titular Bishop of Porphyreon. On 21 December 1692, he was consecrated bishop by Fabrizio Spada, Cardinal-Priest of San Crisogono, with Michelangelo Mattei, Titular Archbishop of Hadrianopolis in Haemimonto, and Giovanni Battista Visconti Aicardi, Bishop of Novara, serving as co-consecrators. He served as Titular Bishop of Porphyreon until his death on 6 May 1721. == Episcopal succession ==
While bishop, he was the principal co-consecrator of:
Carlo Cutillo, Bishop of Minori (1694);
Giovanni Battista Capilupi, Bishop of Polignano (1694);
Giovanni Battista Gentile, Bishop of Ajaccio (1694);
Girolamo Grimaldi, Titular Archbishop of Edessa in Osrhoëne (1713); and
Jean-Ernest de Löwenstein-Wertheim, Bishop of Tournai (1714). == References ==


== External links and additional sources ==
 Media related to Pierre-Lambert Ledrou at Wikimedia Commons
Cheney, David M. ""Porphyreon (Titular See)"". Catholic-Hierarchy.org. Retrieved January 4, 2019."
Yuri_Leonidovich_Frolov,Soviet painter,painter,A,"The Communist Party of Ukraine  (Ukrainian: Комуністична Партія України Komunistychna Partiya Ukrayiny, КПУ, KPU; Russian: Коммунистическая партия Украины), was the founding and ruling political party of the Ukrainian Soviet Socialist Republic operated as a republican branch (union republics) of the Communist Party of the Soviet Union (CPSU). No decision of the government of Ukraine (Council of Ministers) was adopted without approval of the Central Committee of the Communist Party of Ukraine. The Communist Party of Ukraine is not one and the same party as the Ukrainian Communist Party or Ukrainian Communist Party (Borotbists). Founded as the Communist Party (Bolsheviks) of Ukraine (CP(b)U) in 1918 in Moscow, Russian SFSR, it was the sole governing party in Ukraine. While the Ukraine People's Republic had its own political parties of communist ideologies, the Communist Party of Ukraine was created out of the party of Russian Bolsheviks in Ukraine known as the RSDRP(b) – Social-Democracy of Ukraine. In 1952 it became the Communist Party of Ukraine. According to the CPU statute it was organized on the basis of democratic centralism, a principle conceived by Vladimir Lenin that entails democratic and open discussion of policy issues within the party followed by the requirement of total unity in upholding the agreed policies. The CPU's highest body was the Party Congress, convened every held every five years. When the Congress was not in session, the Central Committee was the highest body, but because the Central Committee met twice a year, most duties and responsibilities were vested in the Politburo. The party leader held the office of First Secretary who served as the head of government."
Fausto_Eliseo_Coppini,painter of Italian origin active in Argentina,painter,A,"Fausto Eliseo Coppini (born in 1870 in Milan, Italy – 1945) was an Italian-Argentine painter. == Biography ==
He studied at the Brera Academy. In 1888, he moved to South America traveling through Chile and Peru. After a brief sojourn in Italy, he settled in Buenos Aires. In 1888–1889, he won a bronze prize at a National Exposition in Argentina. Among his pupils were Ángel Vena, Rodolfo Franco, Gastón Jarry, and Atilio Malinverno. == References =="
Bernard_Bottet,French painter and archeologist,painter,A,"Joannie Rochette (born January 13, 1986) is a Canadian physician and retired competitive figure skater. She is the 2010 Olympic bronze medallist, the 2009 World silver medallist, the 2008 and 2009 Four Continents silver medallist, the 2004 Grand Prix Final bronze medallist, and a six-time (2005–10) Canadian national champion. == Career ==
Rochette was born January 13, 1986 in Montreal, Quebec. She was raised in La Visitation-de-l'Île-Dupas. Rochette began skating when she was just two years old after her mother took her to the rink. In the 1999–2000 season, she won the 2000 Canadian Championships on the novice level. === 2000–01 season: Junior Grand Prix debut ===
The following season she debuted on the ISU Junior Grand Prix (JGP) series. She placed 5th at the 2000–01 ISU Junior Grand Prix event in France and 4th at the event in Mexico. She qualified for the 2001 Canadian Championships by winning both her qualifying events. At the Canadian Championships, she won her second consecutive national title, this time on the Junior level."
Andrzej_Samulowski,Polish painter (1924-2002),painter,A,"Gietrzwałd (Polish pronunciation: [ɟɛtʂˈvawt]; (German: Dietrichswalde) is a village in northeastern Poland located in Warmia, in the Warmian-Masurian Voivodeship, near Olsztyn. Gietrzwałd is the capital of Gmina Gietrzwałd. Gietrzwałd is a popular Roman Catholic pilgrimage destination. == Natural geography ==
The area where Gietrzwałd is located has specific features caused by a glacier. As a result, the region has varied terrain and great richness and diversity of nature. The most important natural values of the region are its lakes and rivers. The Giławka River, which Gietrzwałd is situated upon, is the right tributary of the Pasłęka River. == History ==

Gietrzwałd was founded in 1352 within the Archdiocese of Warmia, then within the dominions of the Teutonic Order, by one Dietrich or Ditter, who named it Dietrichswald. In the 15th century, Gietrzwałd was destroyed during the Thirteen Years' War between Poland and the Teutonic Knights. The village was invaded by the Teutonic army under the command of Georg von Schlieben."
Mohamed_Bouzid,Algerian painter (1929-2014),painter,A,"Khaled Mohamed Saeed (Arabic: خالد محمد سعيد‎ IPA: [ˈxæːled mæˈħæmmæd sæˈʕiːd]; 27 January 1982 – 6 June 2010) was an Egyptian man whose death in police custody in the Sidi Gaber area of Alexandria on 6 June 2010 helped incite the Egyptian Revolution of 2011. Photos of his disfigured corpse spread throughout online communities and incited outrage over the fact that he was beaten to death by Egyptian security forces. A prominent Facebook group, ""We are all Khaled Said"", moderated by Wael Ghonim, brought attention to his death and contributed to growing discontent in the weeks leading up to the Egyptian Revolution of 2011. In October 2011, two Egyptian police officers were found guilty of manslaughter and sentenced to seven years in prison for beating Saeed to death. They were granted a retrial and sentenced to ten years in prison on 3 March 2014. == Personal life ==
Saeed was raised by his mother and the rest of his extended family after the death of his father when he was young. Showing an interest in computers, he lived and studied computer programming for some time in the United States. He also loved music and had been composing a musical piece before his death. == Death ==
On 6 June 2010, Saeed had been sitting on the second floor of a cybercafe. Two detectives from the Sidi Gaber police station entered the premises and arrested him.Multiple witnesses testified that Saeed was beaten to death by the police, who reportedly hit him and smashed him against objects as he was led outside to their police car."
Mireya_LaFuente,Chilean artist (1905-1976),painter,A,"Andrea Mónica Montenegro DeFreitas, known as Andrea Montenegro (born 4 March 1969 in Lima, Peru), is a Peruvian actress and model well known for her participation in various telenovelas such as Zorro, la Espada y la Rosa, Latin Lover (2001), La viuda de la Mafia (2004) and currently in Telemundo's El Clon. She has a daughter Muriel and a son Amaru. == Filmography ==


=== Telenovelas ===
2012 - A Corazón Abierto .... Dra. Carreño
2010 - El Clon. Nazira
2009 - Kdabra .... Grimberg
2008 - Tiempo final .... Claudia
2007 - Zorro: La Espada y la Rosa .... María Pía de la Vega
2006 - Amores de mercado .... Mireya
2005 - Milagros .... Erika Zevallos
2004 - La viuda de la mafia .... Clara María ""Clarabella"" López
2003 - La mujer de Lorenzo .... Isabela
2001 - Latin Lover .... Claudia Fuentes


== References =="
William_Richard_Bunting,1866-c.1944,painter,A,"Basil Cheesman Bunting (1 March 1900 – 17 April 1985) was a British modernist poet whose reputation was established with the publication of Briggflatts in 1966, generally regarded as one of the major achievements of the modernist tradition in English. He had a lifelong interest in music that led him to emphasise the sonic qualities of poetry, particularly the importance of reading poetry aloud. He was an accomplished reader of his own work. == Life and career ==
Born into a Quaker family in Benwell and Scotswood, Newcastle-on-Tyne, Northumberland, he studied at two Quaker schools: from 1912 to 1916 at Ackworth School in the West Riding of Yorkshire and from 1916 to 1918 at Leighton Park School in Berkshire. His Quaker education strongly influenced his pacifist opposition to the First World War, and in 1918 he was arrested as a conscientious objector having been refused recognition by the tribunals and refusing to comply with a notice of call-up. Handed over to the military, he was court-martialled for refusing to obey orders, and served a sentence of more than a year in Wormwood Scrubs and Winchester prisons. Bunting's friend Louis Zukofsky described him as a ""conservative/anti-fascist/imperialist"", though Bunting himself listed the major influences on his artistic and personal outlook somewhat differently as ""Jails and the sea, Quaker mysticism and socialist politics, a lasting unlucky passion, the slums of Lambeth and Hoxton ...""These events were to have an important role in his first major poem, ""Villon"" (1925). ""Villon"" was one of a rather rare set of complex structured poems that Bunting labelled ""sonatas"", thus underlining the sonic qualities of his verse and recalling his love of music. Other ""sonatas"" include ""Attis: or, Something Missing"", ""Aus Dem Zweiten Reich"",  ""The Well of Lycopolis"",  ""The Spoils"" and, finally, ""Briggflatts"". After his release from prison in 1919, traumatised by the time spent there, Bunting went to London, where he enrolled in the London School of Economics, and had his first contacts with journalists, social activists and Bohemia."
Louis-Roger,French painter (1928-2018),painter,A,"Louis Darling, Jr. (April 26, 1916 – January 21, 1970) was an American illustrator, writer, and environmentalist, best known for illustrating the  Henry Huggins series and other children's books written by Beverly Cleary. He and his wife Lois provided illustrations for the first edition of Silent Spring. == Biography ==
Darling was born in Stamford, Connecticut, and would live in Connecticut for most of his life. He attended the Grand Central School of Art in New York City. After graduation and two years of private study, he worked at an agency for a time before enlisting in the Army Air Force in 1942. He served in the Air Force as a photographer for four years.He married zoologist and artist Lois MacIntyre in 1946. They would remain married until his death, and frequently collaborated on both writing and illustration. They had no children. His mother-in-law, Grace, was a painter as well.Also in 1946, Darling was hired by William Morrow and Company to illustrate Roderick Haig-Brown's book A River Never Sleeps. Subsequently, he began illustrating, and then writing, children's books, mostly for Morrow."
William_Mainwaring_Palin,British painter (1862-1947),painter,A,"Ian Russell McEwan,  (born 21 June 1948) is an English novelist and screenwriter. In 2008, The Times featured him on its list of ""The 50 greatest British writers since 1945"" and The Daily Telegraph ranked him number 19 in its list of the ""100 most powerful people in British culture"".McEwan began his career writing sparse, Gothic short stories. His first two novels, The Cement Garden (1978) and The Comfort of Strangers (1981), earned him the nickname ""Ian Macabre"". These were followed by three novels of some success in the 1980s and early 1990s. His novel Enduring Love was adapted into a film of the same name. He won the Booker Prize with Amsterdam (1998). His next novel, Atonement, garnered acclaim and was adapted into an Oscar-winning film featuring Keira Knightley and James McAvoy. His later novels have included The Children Act, Nutshell, and Machines Like Me. == Early life ==
McEwan was born in Aldershot, Hampshire, on 21 June 1948, the son of David McEwan and Rose Lilian Violet (née Moore). His father was a working-class Scotsman who had worked his way up through the army to the rank of major.McEwan spent much of his childhood in east Asia (including Singapore), Germany, and north Africa (including Libya), where his father was posted."
Walter_William_Burgess,British painter,painter,A,"John Anthony Burgess Wilson,  (; 25 February 1917 – 22 November 1993), who published under the name Anthony Burgess, was an English writer and composer. Although Burgess was primarily a comic writer, his dystopian satire A Clockwork Orange remains his best-known novel. In 1971, it was adapted into a controversial film by Stanley Kubrick, which Burgess said was chiefly responsible for the popularity of the book. Burgess produced numerous other novels, including the Enderby quartet, and Earthly Powers. He wrote librettos and screenplays, including the 1977 TV mini-series Jesus of Nazareth. He worked as a literary critic for several publications, including The Observer and The Guardian, and wrote studies of classic writers, notably James Joyce. A versatile linguist, Burgess lectured in phonetics, and translated Cyrano de Bergerac, Oedipus Rex, and the opera Carmen, among others. Burgess also composed over 250 musical works; he considered himself as much a composer as an author, although he enjoyed considerably more success in writing. == Biography ==


=== Early life ===
In 1917, Burgess was born at 91 Carisbrook Street in Harpurhey, a suburb of Manchester, England, to Catholic parents, Joseph and Elizabeth Wilson. He described his background as lower middle class; growing up during the Great Depression, his parents, who were shopkeepers, were fairly well off, as the demand for their tobacco and alcohol wares remained constant."
Wilhelm_Bockmühl,1897-1978,painter,A,"Barmen is a former industrial metropolis of the region of Bergisches Land, Germany, which merged with four other towns in 1929 to form the city of Wuppertal. Barmen, together with the neighbouring town of Elberfeld founded the first electric suspended monorail tramway system, the Schwebebahn floating tram. Barmen was a pioneering centre for both the early industrial revolution on the European mainland, and for the socialist movement and its theory. It was the location of one of the first concentration camps in Nazi Germany, KZ Wuppertal-Barmen, later better known as Kemna concentration camp.Oberbarmen (Upper Barmen) is the eastern part of Barmen, and Unterbarmen (Lower Barmen) the western part. One of its claims to fame is the fact that Friedrich Engels, co-author of The Communist Manifesto was born in Barmen. Another of its claims is the fact that Bayer AG was founded there by Friedrich Bayer and master dyer Johann Friedrich Weskott with the express purpose to erect and operate a dyeworks. == Legacy ==
The asteroid 118173 Barmen is named in its honour, celebrating the 1934 Synod which issued the Barmen Declaration defining Protestant opposition to National-Socialist ideology. == Personalities ==
Friedrich Engels (1820–1895), Marxist philosopher
Julius Kemna (1837-1898), entrepreneur and company founder
Hermann Ebbinghaus (1850–1909), psychologist
Julius Richard Petri (1852-1921), microbiologist
Wilhelm Dörpfeld (1853–1940), architect and archaeologist
Carl Duisberg (1861-1935), chemist and industrialist
Ferdinand Sauerbruch (1875-1951), surgeon
Adeline Rittershaus (1876–1924), philologist and champion for the equality of women
Johann Viktor Bredt (1879-1940), jurist and politician
Else Brökelschen (1879-1976), politician (CDU)
Max Bockmühl (1882–1949), chemist
Rudolf Carnap (1891–1970), member of the Vienna Circle of positivists
Wilhelm Philipps (1894-1971), generalleutnant
Robert Tillmanns (1896-1955), politician (CDU)
Martin Blank (1897-1972), politician (FDP)
Friedrich-Wilhelm Müller (1897–1947), ""The Butcher of Crete""
Walter Julius Bloem (1898–1945), author and recipient of the Iron Cross
Liselotte Schaak (1908-undated), actress
Bernd Klug (1914-1975), admiral
Kurt Brand (1917-1991), science-fiction author
Reimar Lüst (1923–2020), astrophysicist
Siegfried Palm (1927-2005), pianist


== Population ==


== References =="
