title,description,category,datatype,text
Zarko_Dadic,Croatian mathematician,mathematician,Z,"Franciscus Patricius (Croatian: Franjo Petriš or Frane Petrić, Italian: Francesco Patrizi; 25 April 1529 – 6 February 1597) was a  philosopher and scientist from the Republic of Venice, originating from Cres. He was known as a defender of Platonism and an opponent of Aristotelianism. His national origin differs in sources, and he is described both as Croatian and as Italian. In Croatia he is mostly referred to as Franjo Petriš or Frane Petrić (sometimes Petris, Petrišević and Petričević). His family name in Cres was known as Petris. Patricius initially dedicated his studies to Aristotelian Philosophy at the University of Padua, but turned to Platonism while still a student. He became a sharp, high-profile opponent of Aristotelianism, with whom he grappled extensively in extensive writings. After many years of unsuccessful efforts to secure material livelihood, he finally received an invitation in 1577 to the Ducal Court of House of Este in the Duchy of Ferrara. At the University of Ferrara, a chair for Platonic philosophy was set up especially for him. In the years that followed, he gained a reputation as a professor, but was also involved in scientific and literary controversy; he tended to polemic and was in turn violently attacked by opponents."
Werner_Fenchel,German mathematician,mathematician,Z,"Moritz Werner Fenchel (German: [ˈfɛnçəl]; 3 May 1905 – 24 January 1988) was a mathematician known for his contributions to geometry and to optimization theory. Fenchel established the basic results of convex analysis and nonlinear optimization theory which would, in time, serve as the foundation for nonlinear programming. A German-born Jew and early refugee from Nazi suppression of intellectuals, Fenchel lived most of his life in Denmark. Fenchel's monographs and lecture notes are considered influential. == Biography ==


=== Early life and education ===
Fenchel was born on 3 May 1905 in Berlin, Germany, his younger brother was the Israeli film director and architect Heinz Fenchel. Fenchel studied mathematics and physics at the University of Berlin between 1923 and 1928. He wrote his doctorate thesis in geometry (Über Krümmung und Windung geschlossener Raumkurven) under Ludwig Bieberbach. === Professorship in Germany ===
From 1928 to 1933, Fenchel was Professor E. Landau's Assistant at the University of Göttingen. During a one-year leave (on Rockefeller Fellowship) between 1930 and 1931, Fenchel spent time in Rome with Levi-Civita, as well as in Copenhagen with Harald Bohr and Tommy Bonnesen. He visited Denmark again in 1932."
Giovanni_Giacomo_Pierantoni,Italian mathematician (17th century),mathematician,Z,"The Mayor of Lucca is an elected politician who, along with the Lucca's City Council, is accountable for the strategic government of Lucca in Tuscany, Italy. The current Mayor is Alessandro Tambellini, a member of the Democratic Party, who took office on 22 May 2012. == Overview ==
According to the Italian Constitution, the Mayor of Lucca is member of the City Council. The Mayor is elected by the population of Lucca, who also elect the members of the City Council, controlling the Mayor's policy guidelines and is able to enforce his resignation by a motion of no confidence. The Mayor is entitled to appoint and release the members of his government. Since 1994 the Mayor is elected directly by Lucca's electorate: in all mayoral elections in Italy in cities with a population higher than 15,000 the voters express a direct choice for the mayor or an indirect choice voting for the party of the candidate's coalition. If no candidate receives at least 50% of votes, the top two candidates go to a second round after two weeks. The election of the City Council is based on a direct choice for the candidate with a preference vote: the candidate with the majority of the preferences is elected. The number of the seats for each party is determined proportionally. == Kingdom of Italy (1861–1946) ==
In 1865, the Kingdom of Italy created the office of Mayor of Lucca (Sindaco di Lucca), appointed by the King himself."
Leonid_Positselski,Russian and Israeli mathematician,mathematician,Z,"Algebra (from Arabic: الجبر‎, romanized: al-jabr, lit. 'reunion of broken parts, bonesetting') is one of the broad areas of mathematics, together with number theory, geometry and analysis. In its most general form, algebra is the study of mathematical symbols and the rules for manipulating these symbols; it is a unifying thread of almost all of mathematics. It includes everything from elementary equation solving to the study of abstractions such as groups, rings, and fields. The more basic parts of algebra are called elementary algebra; the more abstract parts are called abstract algebra or modern algebra. Elementary algebra is generally considered to be essential for any study of mathematics, science, or engineering, as well as such applications as medicine and economics. Abstract algebra is a major area in advanced mathematics, studied primarily by professional mathematicians. Elementary algebra differs from arithmetic in the use of abstractions, such as using letters to stand for numbers that are either unknown or allowed to take on many values. For example, in 
  
    
      
        x
        +
        2
        =
        5
      
    
    {\displaystyle x+2=5}
   the letter 
  
    
      
        x
      
    
    {\displaystyle x}
   is an unknown, but applying additive inverses can reveal its value: 
  
    
      
        x
        =
        3
      
    
    {\displaystyle x=3}
  . In E = mc2, the letters 
  
    
      
        E
      
    
    {\displaystyle E}
   and 
  
    
      
        m
      
    
    {\displaystyle m}
   are variables, and the letter 
  
    
      
        c
      
    
    {\displaystyle c}
   is a constant, the speed of light in a vacuum."
Pamela_Williams,mathematician,mathematician,Z,"Pamela Williams is an American smooth jazz saxophonist. Williams exhibits diverse musical elements in her repertoire, including nu Jazz, funk, R&B, house, Latin and pop. She is also known for her visual art. == Biography ==
Williams grew up in Philadelphia, Pennsylvania, which was also the adopted hometown of an early influence of hers, Grover Washington, Jr. Playing with the Martin Luther King Jazz Ensemble at King High School in Philadelphia's historic Germantown section, Williams was required to embrace both electric jazz-funk and hardcore bebop. In 1996, she first found fame as a member of Patti LaBelle's backup band, furthering her subsequent career. Williams has toured with Teena Marie and performed with Prince, Babyface and Chante Moore. She has appeared in music videos by artists ranging from Barry White (""Come On"") to rapper/actress Queen Latifah (""Hard Times"").In 1996, Williams made her recording debut, Saxtress, which was the ""Top Contemporary Jazz Album"", Billboard's Top 10 pick. A cover of Quincy Jones' ""The Secret Garden (Sweet Seduction Suite)"" includes guest performances by female soul vocalists Pat Peterson, Patti LaBelle, and Teena Marie; Teena Marie also heard on ""Latin Lullaby."" The album also earned Williams a nomination for the Soul Train Lady of Soul Awards and the title of ""Best Female Contemporary Jazz Artist"" in 1996."
Richard_Lyons_(mathematician),American mathematician,mathematician,Z,"Terence ""Terry"" John Lyons  is a British mathematician, specializing in stochastic analysis. Lyons is the Wallis Professor of Mathematics, a fellow of St Anne's College, Oxford and a Faculty Fellow at The Alan Turing Institute. He was the director of the Oxford-Man Institute from 2011 to 2015 and the president of the London Mathematical Society from 2013 to 2015. His mathematical contributions have been to probability, harmonic analysis, the numerical analysis of stochastic differential equations, and quantitative finance. In particular he developed what is now known as the theory of rough paths. == Education ==
Lyons obtained his B.A. at Trinity College, Cambridge and his D.Phil at the University of Oxford. == Career ==
Lyons has held positions at UCLA, Imperial College London, the University of Edinburgh and since 2000 has been Wallis Professor of Mathematics at the University of Oxford. He was the Director of the Oxford-Man Institute at the University of Oxford from 15 June 2011 to 15 December 2015. He also held a number of visiting positions in Europe and North America."
Ivars_Peterson,Canadian mathematician,mathematician,Z,"Ivars Peterson (born 4 December 1948) is an American mathematics writer. He is Director of Publications for Journals and Communications at the Mathematical Association of America. He worked for 25 years as a columnist and online editor at Science News and continues as a longstanding columnist for the children's magazine Muse. He wrote the weekly online column Ivars Peterson’s MathTrek. He is the author of a number of popular mathematics and related books. Ivars Peterson received the Joint Policy Board for Mathematics Communications Award in 1991 for ""exceptional skill in communicating mathematics to the general public over the last decade"". For the spring 2008 semester, he accepted the Wayne G. Basler Chair of Excellence for the Integration of the Arts, Rhetoric and Science at East Tennessee State University. He gave a series of lectures on how math is integral in our society and our universe. He also taught a course entitled ""Communicating Mathematics"". == Bibliography ==
Mathematical Treks: From Surreal Numbers to Magic Circles (2002) MAA ISBN 0-88385-537-2
The Jungles of Randomness: A Mathematical Safari (1997) Wiley ISBN 0-471-16449-6
Fatal Defect: Chasing Killer Computer Bugs (1995) Times Books ISBN 0-8129-2023-6
Newton's Clock: Chaos in the Solar System (1993) W.H.Freeman ISBN 0-7167-2724-2
Islands of Truth: Mathematical Mystery Cruise (1990) W.H.Freeman ISBN 0-7167-2148-1
The Mathematical Tourist: Snapshots of Modern Mathematics (1988) W.H.Freeman ISBN 0-8050-7159-8


== References ==
Ivars Peterson homepage."
Donald_G._Anderson,mathematician,mathematician,Z,"Constant acceleration is a proposed aspect of most future forms of space travel. It entails that the propulsion system of whatever kind operate continuously with a steady acceleration, rather than the brief impulsive thrusts used by chemical rockets — for the first half of the journey it constantly pushes the spacecraft towards its destination, and for the last half of the journey it constantly uses backthrust, so that the spaceship arrives at the destination at a standstill. == Constant-acceleration drives ==
Constant acceleration is notable for several reasons:

It is a fast form of travel. When ergonomics are considered, they are the fastest form of interplanetary and interstellar travel. Constant acceleration creates its own artificial gravity to the benefit of passengers, who may thus be spared from having to deal with the effects of microgravity. === Constant thrust versus constant acceleration ===
Constant-thrust and constant-acceleration trajectories involve the spacecraft firing its engine in a prolonged constant burn. In the limiting case where the vehicle acceleration is high compared to the local gravitational acceleration, the orbit approaches a straight line. The spacecraft points straight toward the target (accounting for target motion), and remains accelerating constantly under high thrust until it reaches its target. If it is required that the spacecraft rendezvous with the target, rather than performing a flyby, then the spacecraft must flip its orientation halfway through the journey, and decelerate the rest of the way. In the constant-thrust trajectory, the vehicle's acceleration increases during thrusting period, since the fuel use means the vehicle mass decreases."
Catherine_A._Roberts,American mathematician,mathematician,Z,"Catherine II (born Sophie of Anhalt-Zerbst; 2 May 1729 in Stettin – 17 November 1796 in Saint Petersburg ), most commonly known as Catherine the Great, was empress regnant of All Russia from 1762 until 1796 – the country's longest-ruling female leader. She came to power following a coup d'état that overthrew her husband and second cousin, Peter III. Under her reign, Russia grew larger, its culture was revitalised, and it was recognised as one of the great powers of Europe. In her accession to power and her rule of the empire, Catherine often relied on her noble favourites, most notably Count Grigory Orlov and Grigory Potemkin. Assisted by highly successful generals such as Alexander Suvorov and Pyotr Rumyantsev, and admirals such as Samuel Greig and Fyodor Ushakov, she governed at a time when the Russian Empire was expanding rapidly by conquest and diplomacy. In the south, the Crimean Khanate was crushed following victories over the Bar confederation and Ottoman Empire in the Russo-Turkish War, 1768–1774 due to the support of the United Kingdom, and Russia colonised the territories of Novorossiya along the coasts of the Black and Azov Seas. In the west, the Polish–Lithuanian Commonwealth, ruled by Catherine's former lover, King Stanisław August Poniatowski, was eventually partitioned, with the Russian Empire gaining the largest share. In the east, Russians became the first Europeans to colonise Alaska, establishing Russian America. Catherine reformed the administration of Russian guberniyas (governorates), and many new cities and towns were founded on her orders. An admirer of Peter the Great, Catherine continued to modernise Russia along Western European lines."
Tobias_Beutel,German mathematician and astronomer,mathematician,Z,"SS-Totenkopfverbände (SS-TV; literally ""Death's Head Units"") was the SS organization responsible for administering the Nazi concentration camps and extermination camps for Nazi Germany, among similar duties. While the Totenkopf (skull) was the universal cap badge of the SS, the SS-TV also wore the Death's Head insignia on the right collar tab to distinguish itself from other Nazi Schutzstaffel (SS) formations. The SS-TV originally created in 1933 was an independent unit within the SS, with its own ranks and command structure. It ran the camps throughout Germany and later in occupied Europe. Camps in Germany included Dachau, Bergen-Belsen, and Buchenwald; camps elsewhere in Europe included Auschwitz-Birkenau in German occupied Poland and Mauthausen in Austria among the numerous other concentration camps, and death camps handled with the utmost of secrecy. The extermination camps' function was genocide; they included Treblinka, Bełżec, and Sobibór built specifically for Aktion Reinhard, as well as the original Chełmno extermination camp, and Majdanek which was fitted with mass killing facilities, along with Auschwitz. They were responsible for facilitating what the Nazis called the Final Solution, known since the war as the Holocaust; perpetrated by the SS within the command structure of the Reich Main Security Office, subordinate to Heinrich Himmler, and the SS Economic and Administrative Main Office or WVHA.At the outbreak of World War II in Europe, the SS Division Totenkopf was formed from SS-TV personnel. It soon developed a reputation for brutality, participating in war crimes such as the Le Paradis massacre in 1940 during the Fall of France. On the Eastern Front, the mass shootings of Polish and Soviet civilians in Operation Barbarossa were the work of Einsatzgruppen mobile death squads and their subgroups called Einsatzkommando. These units were organized by Heinrich Himmler and Reinhard Heydrich."
Jerzy_Neyman,Polish statistician,mathematician,Z,"Jerzy Neyman (April 16, 1894 – August 5, 1981; born Jerzy Spława-Neyman; Polish: [ˈjɛʐɨ ˈspwava ˈnɛjman]) was a Polish mathematician and statistician who spent the first part of his professional career at various institutions in Warsaw, Poland and then at University College London, and the second part at the University of California, Berkeley. Neyman first introduced the modern concept of a confidence interval into statistical hypothesis testing and co-revised Ronald Fisher's null hypothesis testing (in collaboration with Egon Pearson). == Life and career ==
He was born into a Polish family in Bendery, in the Bessarabia Governorate of the Russian Empire, the fourth of four children of Czesław Spława-Neyman and Kazimiera Lutosławska. His family was Roman Catholic and Neyman served as an altar boy during his early childhood. Later, Neyman would become an agnostic. Neyman's family descended from a long line of Polish nobles and military heroes. He graduated from the Kamieniec Podolski gubernial gymnasium for boys in 1909 under the name Yuri Cheslavovich Neyman. He began studies at Kharkov University in 1912, where he was taught by Ukrainian probabilist Sergei Natanovich Bernstein. After he read 'Lessons on the integration and the research of the primitive functions' by Henri Lebesgue, he was fascinated with measure and integration. In 1921 he returned to Poland in a program of repatriation of POWs after the Polish-Soviet War."
Elmar_Brähler,German psychologist and mathematician,mathematician,Z,"Alternative for Germany (German: Alternative für Deutschland, AfD) is a German nationalist and right-wing populist political party, known for its opposition to the European Union and immigration. It is often characterized as being on the far-right of the political spectrum.Established in April 2013, the AfD narrowly missed the 5% electoral threshold to sit in the Bundestag during the 2013 federal election. In 2014, the party won seven seats in the European election as a member of the European Conservatives and Reformists. After securing representation in 14 of the 16 German state parliaments by October 2017, in the 2017 federal election the AfD became the third-largest party in Germany after winning 94 seats in the Bundestag. It was the first time they had been represented there. The party is chaired by Jörg Meuthen and Tino Chrupalla; its lead candidates in the 2017 elections were AfD Co-Vice Chairman Alexander Gauland and Alice Weidel, who now serves as the party group leader in the Bundestag. In 2017 the AfD also became the largest opposition party in the Bundestag. The AfD was founded by Bernd Lucke, Alexander Gauland, and former members of the Christian Democratic Union (CDU) to oppose the policies of the eurozone. The party presented itself as a moderately eurosceptic and centre-right conservative movement in its early years. It subsequently expanded its policies under successive leadership to include opposition to mass immigration, Islam, the European Union, and has gradually moved to the far-right since its founding."
Jakob_Seybold,Dr. rer. nat. Eberhard-Karls-Universität Tübingen 1932,mathematician,Z,"Guido Knopp (born 29 January 1948 in Treysa, Hesse) is a German journalist and author. He is well known in Germany, mainly because he has produced a great number of TV documentaries, predominantly about the ""Third Reich"" and National Socialism, but also about other topics, such as Stalinism. == Life and work ==
After gaining his doctorate degree in history and political science, Knopp worked as a newspaper editor at the Welt am Sonntag and the Frankfurter Allgemeine Zeitung. In 1978 he took up employment at the German TV station ZDF. Since then, he has produced many documentaries about the Nazi dictatorship like Hitlers Helfer (""Hitler's Henchmen""), Hitler-Eine Bilanz (""Hitler-taking stock"") or Die SS: Eine Warnung der Geschichte (""The SS: A warning from history""), but also for example Vatikan (about the power of the popes) or Kanzler: Die Mächtigen der Republik (about Germany's post-war federal chancellors). He also hosts a weekly show on German television, usually broadcast on Sundays, called ""History"". In 1999 he produced a series called ""100 Jahre – der Countdown"", which sums up the whole 20th Century year by year and is still sometimes broadcast, mainly during holidays, by the German TV station Phoenix.For the publication of his book ""Top Spies – Traitors in the secret war"" (1994) Knopp worked with the German Federal Intelligence Service and several retired spies to present their personal story and explain their work to a broad public.Guido Knopp's history films are often attacked as presenting the Third Reich too superficially and as ""editing history"" so as to play down the role of the German public in building and supporting the Hitler regime. Knopp has been placed under fire for rewriting history by leaving out the role of the Wehrmacht (former German Army) in the cruelties of World War II. In 2004 a group of international historians warned that documentaries like the ones produced by Knopp could reduce important historic facts to mere infotainment. In 2003 Guido Knopp pleaded for Konrad Adenauer to be featured in the Unsere Besten list of greatest Germans, compiled by ZDF TV.In 2004 he received the Goldene Kamera and the Bavarian and European TV award for his work."
Charles_Goulaouic,French mathematician,mathematician,Z,"June 18 is the 169th day of the year (170th in leap years) in the Gregorian calendar;  196 days remain until the end of the year. == Events ==
618 – Li Yuan becomes Emperor Gaozu of Tang, initiating three centuries of Tang dynasty rule over China. 656 – Ali becomes Caliph of the Rashidun Caliphate. 860 – Byzantine–Rus' War: A fleet of about 200 Rus' vessels sails into the Bosphorus and starts pillaging the suburbs of the Byzantine capital Constantinople. 1053 – Battle of Civitate: Three thousand horsemen of Norman Count Humphrey rout the troops of Pope Leo IX. 1178 – Five Canterbury monks see what is possibly the Giordano Bruno crater being formed. It is believed that the current oscillations of the Moon's distance from the Earth (on the order of meters) are a result of this collision. 1264 – The Parliament of Ireland meets at Castledermot in County Kildare, the first definitively known meeting of this Irish legislature. 1265 – A draft Byzantine–Venetian treaty is concluded between Venetian envoys and Emperor Michael VIII Palaiologos, but is not ratified by Doge Reniero Zeno. 1429 – French forces under the leadership of Joan of Arc defeat the main English army under Sir John Fastolf at the Battle of Patay."
Michael_Zhang,mathematician at SUNY,mathematician,Z,"Censorship of Wikipedia has occurred in many countries, including China, France, Germany, Iran, Pakistan, Russia, Saudi Arabia, Syria, Thailand, Tunisia, Turkey, the United Kingdom, Uzbekistan, and Venezuela. Some instances are examples of widespread internet censorship in general that includes Wikipedia content. Others are indicative of measures to prevent the viewing of specific content deemed offensive. The length of different blocks have varied from days to years. When Wikipedia ran on the HTTP protocol, governments were able to block specific articles. However, in 2011 Wikipedia began running on HTTPS as well and in 2015 switched over entirely. Since then, the only censorship option has been to block the entire site for a particular language, which has resulted in some countries dropping their bans and others expanding their bans to the entire site. Wikipedia is currently blocked in China since 23 April 2019. == By country ==


=== Australia ===
In 2018, Peter Kidd, Victorian County Court chief judge, placed a non-publication order on all of the evidence and the verdict in a trial of Australian Cardinal George Pell. The suppression order applied ""in all Australian states and territories"" and ""on any website or other electronic or broadcast format accessible within Australia""."
Nikolai_Smirnov_(mathematician),Russian mathematician,mathematician,Z,"Stanislav Konstantinovich Smirnov (Russian: Станисла́в Константи́нович Cмирно́в; born 3 September 1970) is a Russian mathematician currently working at the University of Geneva. He was awarded the Fields Medal in 2010. His research involves complex analysis, dynamical systems and probability theory. == Career ==
Smirnov's Ph.D was conducted at Caltech under advisor Nikolai G. Makarov, a St Petersburg mathematician. In 1998 he was employed as part of the faculty at the Royal Institute of Technology in Stockholm, after which he took up his second position as a professor in the Analysis, Mathematical Physics and Probability group at the University of Geneva in 2003. == Research ==
Smirnov has worked on percolation theory, where he proved Cardy's formula for critical site percolation on the triangular lattice, and deduced conformal invariance. The conjecture was proved in the special case of site percolation on the triangular lattice. Smirnov's theorem has led to a fairly complete theory for percolation on the triangular lattice, and to its relationship to the Schramm–Loewner evolution introduced by Oded Schramm. He also established conformality for the two-dimensional critical Ising model. == Awards ==
Smirnov was  awarded the Saint Petersburg Mathematical Society Prize (1997), the Clay Research Award (2001), the Salem Prize (joint with Oded Schramm, 2001), the Göran Gustafsson Prize (2001), the Rollo Davidson Prize (2002), and the Prize of the European Mathematical Society (2004)."
Mario_Pascal,Italian mathematician,mathematician,Z,"Blaise Pascal ( pask-AL, also UK:  -⁠AHL, PASK-əl, -⁠al, US:  pah-SKAHL; French: [blɛz paskal]; 19 June 1623 – 19 August 1662) was a French mathematician, physicist, inventor, philosopher, writer and Catholic theologian. He was a child prodigy who was educated by his father, a tax collector in Rouen. Pascal's earliest mathematical work was on conic sections; he wrote a significant treatise on the subject of projective geometry at the age of 16. He later corresponded with Pierre de Fermat on probability theory, strongly influencing the development of modern economics and social science. In 1642, while still a teenager, he started some pioneering work on calculating machines (called Pascal's calculators and later Pascalines), establishing him as one of the first two inventors of the mechanical calculator.He also worked in the natural and applied sciences, where he made important contributions to the study of fluids, and clarified the concepts of pressure and vacuum by generalising the work of Evangelista Torricelli. Following Galileo Galilei and Torricelli, in 1647, he rebutted Aristotle's followers who insisted that nature abhors a vacuum. Pascal's results caused many disputes before being accepted. Pascal also wrote in defense of the scientific method. In 1646, he and his sister Jacqueline identified with the religious movement within Catholicism known by its detractors as Jansenism. Following a religious experience in late 1654, he began writing influential works on philosophy and theology."
Boris_Alekseevich_Venkov,Russian mathematician,mathematician,Z,"Paul D. Seymour (born 26 July 1950) is a British mathematician known for his work in discrete mathematics, especially graph theory. He (with others) was responsible for important progress on regular matroids and totally unimodular matrices, the four colour theorem, linkless embeddings, graph minors and structure, the perfect graph conjecture, the Hadwiger conjecture, claw-free graphs, χ-boundedness, and the Erdős–Hajnal conjecture. Many of his recent papers are available from his website.Seymour is currently the Albert Baldwin Dod Professor of Mathematics at Princeton University. He won a Sloan Fellowship in 1983, and the Ostrowski Prize in 2004; and (sometimes with others) won the Fulkerson Prize in 1979, 1994, 2006 and 2009, and the Pólya Prize in 1983 and 2004. He received an honorary doctorate from the University of Waterloo in 2008 and one from the Technical University of Denmark in 2013. He was an invited speaker in the 1986 International Congress of Mathematicians and a plenary speaker in the 1994 International Congress of Mathematicians. == Early life ==
Seymour was born in Plymouth, Devon, England. He was a day student at Plymouth College, and then studied at Exeter College, Oxford, gaining a BA degree in 1971, and D.Phil in 1975. == Career ==
From 1974 to 1976 he was a college research fellow at University College of Swansea, and then returned to Oxford for 1976–1980 as a Junior Research Fellow at Merton College, Oxford, with the year 1978–79 at University of Waterloo. He became an associate and then a full professor at Ohio State University, Columbus, Ohio, between 1980 and 1983, where he began research with Neil Robertson,
a fruitful collaboration that continued for many years."
Philippe_Abraham_Peticolas,American painter,painter,A,"Henry Frederick ""Fritz"" Schaefer III (born June 8, 1944) is a computational and theoretical chemist. He is one of the most highly cited chemists in the world, with a Thomson Reuters H-Index of 121 as of 2020. He is the Graham Perdue Professor of Chemistry and Director of the Center for Computational Chemistry at the University of Georgia.Schaefer is a fellow of the American Academy of Arts and Sciences, American Physical Society, American Association for the Advancement of Science, Royal Society of Chemistry, American Chemical Society, and an honorary fellow of the Chemical Research Society of India, among others. Schaefer is an outspoken Christian. He has described himself as sympathetic to teleological arguments, but primarily a ""proponent of Jesus."" == Biography ==


=== Early life and education ===
Schaefer was born in Grand Rapids, Michigan, and was educated in Syracuse, New York; Menlo Park, California; and East Grand Rapids, Michigan.He was awarded a B.S. degree in chemical physics by the Massachusetts Institute of Technology in 1966, where he had the opportunity to work with scientists including George Whitesides, John C. Slater, F. Albert Cotton, Richard C. Lord, and Walter R. Thorson.He then received a National Defense Education Act Fellowship which enabled him to earn a Ph.D. degree in chemical physics from Stanford University in 1969. At Stanford he worked with Frank E. Harris on ab initio electronic structure theory and quantum chemistry. For his Ph.D. thesis work, he examined the electronic structure of first-row atoms and the oxygen molecule. He published 12 articles in journals including Physical Review and Physical Review Letters prior to defending his dissertation."
Giuseppe_Pedretti,Italian painter (1694-1770),painter,A,"Giuseppe Pedretti (26 February 1697 – 27 May 1778) was an Italian painter of the late-Baroque or Rococo period, active mainly in Bologna. == Biography ==
Born in Bologna, at the age of 15, he began training, despite the opposition of his family, under Carlo Antonio Rambaldi. When Rambaldi left for Turin in 1714, he moved to work under  Marcantonio Franceschini and his son Giacomo Franceschini. he stayed in that studio till 1729.In 1729, he moved for three years to Poland, to paint for the House of Rzewuski in Lviv, where he completed a number of portraits and frescoes on sacred subjects for the Carmelite Church. After a spell in Mantua, Sabbioneta, and Viadana, between 1726 and 1727, he was commissioned by Antonio Cavazza to paint Joseph retrieves the Silver Cup from Benjamin's Bag (now in Credito Romagnolo, Palazzo Magnani, Bologna). In 1732, he returned to Bologna, and in 1739, he joined the Accademia Clementina. In 1744 he painted a Madonna and Saints Anthony Abbot and Vitale in the parish of San Vitale di Calderara, and afterwards frescoes depicting the Martyrdom of San Procolo in the choir of the church of San Procolo, Bologna. In 1761 he painted the portrait of Padre Giuseppe Bentivoglio (Convent of San Giuseppe, Bologna) and in 1766 he exhibited in San Domenico three canvases depicting the Life of San Vincenzo Ferrer.Pedretti painted lunettes in the nave for the church of Basilica of San Domenico in Bologna. He painted altarpieces in the church of the Immaculate Conception of Crevalcore. One of his pupils was the wax sculptor Anna Morandi Manzolini.He was named a member of the Accademia Clementina, and elected twice, the ""prince"" of the academy (1754 and 1770)."
Gabriel_Contant,Canadian painter,painter,A,"L'église de la Madeleine (French pronunciation: ​[leɡliːz də la madəlɛn], Madeleine Church; more formally, L'église Sainte-Marie-Madeleine; less formally, just La Madeleine) is a Catholic church occupying a commanding position in the 8th arrondissement of Paris. The Madeleine Church was designed in its present form as a temple to the glory of Napoleon's army, and later named for Jesus' companion, Mary Magdalene. To its south lies the Place de la Concorde, to the east is the Place Vendôme, and to the west Saint-Augustin, Paris. == History ==

 
The site of this edifice, centred at the end of rue Royale, a line-of-sight between Gabriel's twin hôtels in the Place de la Concorde, required a suitably monumental end from the time that square was established in 1755, as Place Louis XV. The settlement around the site was called Ville l'Évêque. The site in the suburban faubourg had been annexed to the city of Paris in 1722.Two false starts were made in building a church on this site. The reconstruction of the older church consecrated to Mary Magdalene was considered. The first design, commissioned in 1757, with construction begun with the King's ceremonial placing of the cornerstone, 3 April 1763, was halted in 1764; that first design, by Pierre Contant d'Ivry, was based on Jules Hardouin Mansart’s Late Baroque church of Les Invalides, with a dome surmounting a Latin cross. In 1777, Contant d'Ivry died and was replaced by his pupil Guillaume-Martin Couture, who decided to start anew, razing the incomplete construction, shortening the nave and basing his new, more centralised design on the Roman Pantheon. At the start of the Revolution of 1789, however, only the foundations and the grand portico had been finished; the choir of the former church was demolished in 1797, but work was discontinued while debate simmered as to what purpose the eventual building might serve in Revolutionary France: a library, a public ballroom, and a marketplace were all suggested."
Alphonse_Benquet,French painter (1857-1933),painter,A,"Mimizan is a commune in the Landes department in Nouvelle-Aquitaine in south-western France. There are two separate districts of the town: Mimizan-Bourg (town center) and Mimizan-Plage (resort). == Geography ==
Mimizan is a seaside resort on the Atlantic Ocean in southwestern France. == Mimizan Plage ==
This Mimizanaise resort was divided in two by the current: Mimizan North Beach where the majority of summer activities take place, the seasonal markets, the pedestrian street and Mimizan South Beach with cycling paths and walking trails make it an exceptional holiday location. The stretches of fine sand of the Mimizan Beach acquired the nickname the ""Pearl of the Silver Coast"" when the poet Maurice Martin made a stop with his caravan in 1905. Mimizan Beach has also witnessed major events such as the emergency landing of the Canary Bird, also commonly referred to as the Yellow Bird, out of fuel on the Plage-des-Ailes on 16 June 1929. Coming from Old Orchard (the United States), on the occasion of France's first Atlantic crossing by plane (see Alcock and Brown, 1919, for the first transatlantic flight), the young flamboyant crew included Jean Assolant, René LeFevre, Armand Lotti, and a stowaway named Arthur Schreiber, whose extra weight was the reason for the fuel shortage. == The Current ==
Coming out of Aureilhan lake, Mimizan Current that is 7 km long is also the spillway for the three lakes in the North of Landes (Cazeaux-Sanguinet, Parentis-Biscarosse and Aureilhan-Mimizan). A natural boundary, it marks out the north and south areas of the district. Its history is like the meanders of its course."
Mary_Bishop,"British painter and illustrator, 1911-1998",painter,A,"This is a list of characters that have appeared or been mentioned on the American ABC soap opera General Hospital. == A ==


=== Aaron ===
(Chad Brannon, 2009)


=== Abigail ===
(Ivy Bethune, 1987)


=== Sarah Abbott ===
(Eileen Dietz, 1981–83)
Roommate to Heather Webber in the Forest Hill Sanitarium. Keeps all of Heather's secrets when Heather is escaping the sanitarium to kill Diana Taylor. Heather's gun is secretly hidden in a doll, kept closely in Sarah's hands. Sarah is convinced that she drowned her sister, a fact found to not be true. She falls in love with Joe Kelly who was investigating the murder. Used by Heather during her stay at Forest Hill, Sarah eventually wised up to her after recovering and left town after telling her that she was onto her. === Benny Abrahms (deceased) ===
(Richard Fancy, 1997–2003)
Corinthos and Morgan's original financier, identical twin brother of Bernie. Dies after suffering a heart attack. === Bernie Abrahms (deceased) ===
(Richard Fancy, 2006–12)
The Jewish financier for Corinthos and Morgan and Benny's identical twin brother."
